store_risk_rank_desc,persistent_id_store,store_max_predicted_proba,store_predicted_positive_thr012,obs_month_start,obs_month,LOCATION_NAME,LATITUDE,LONGITUDE
15125,8741250,4.8687107e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8698616,-73.8915482
15126,8740473,4.868251e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8354302,-73.9403534
15127,12974368,4.868079e-06,0,2026-01-01,2026-01,MashAllah grill,40.601217,-74.0014875
15128,8738430,4.8665383e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.852169,-73.8647003
15129,8733069,4.8663715e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7714615,-73.923851
15130,8739091,4.8660418e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8897705,-73.9130707
15131,8739833,4.8659167e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8327904,-73.8628922
15132,8313721,4.8655593e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6189194,-74.0086212
15133,8759531,4.863838e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8070793,-73.9184723
15134,8736792,4.8632487e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.77882,-73.9825134
15135,8742431,4.8630727e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7187309,-73.9948731
15136,8745956,4.8630172e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6456413,-74.0099716
15137,8745994,4.862595e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8177795,-73.9420776
15138,8752979,4.8624793e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7434387,-73.995903
15139,8735996,4.8623124e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7651405,-73.9912415
15140,8753939,4.861751e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.722271,-73.8462219
15141,8765612,4.8615193e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7363586,-73.9910584
15142,12083671,4.8601887e-06,0,2025-12-01,2025-12,Galicia Segundo Restaurant CORP,40.8440514,-73.9391708
15143,8306323,4.8580528e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.760891,-73.9906082
15144,8751250,4.857149e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7318115,-74.0035172
15145,8747313,4.856964e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7701607,-73.9679718
15146,12940866,4.856876e-06,0,2025-12-01,2025-12,Estiatorio Milos,40.7533835,-74.0010655
15147,8743476,4.856723e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7065506,-73.9394608
15148,8741398,4.8555003e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.5766792,-73.9652405
15149,8734417,4.854454e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7616501,-73.9726105
15150,8742740,4.8543848e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7187309,-73.9951782
15151,13015405,4.8541533e-06,0,2026-01-01,2026-01,Taste Of The City Fresh Grill,40.636903,-73.9522435
15152,8758620,4.8535885e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7369194,-73.9876938
15153,12946124,4.8525053e-06,0,2025-12-01,2025-12,Geo Si Gi,40.764675,-73.812034
15154,8750260,4.852302e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7724991,-73.9554367
15155,8305693,4.8510433e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6980209,-73.8355637
15156,8317092,4.8509e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7670288,-73.93293
15157,12240982,4.849267e-06,0,2026-01-01,2026-01,Think Coffee,40.728409,-73.995291
15158,13030998,4.848467e-06,0,2025-12-01,2025-12,Village Chicken & Burger,40.8259445,-73.946832
15159,8747558,4.848051e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7555084,-73.8843613
15160,8307935,4.8473944e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6762085,-73.7411881
15161,12994887,4.8471356e-06,0,2026-01-01,2026-01,Pulqueria,40.7144445,-73.998255
15162,12950918,4.847117e-06,0,2025-12-01,2025-12,Halal Crown Fried Chicken,40.710936,-73.791793
15163,8739762,4.846322e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7142906,-73.9975205
15164,8736814,4.846271e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.719101,-73.9953613
15165,8765650,4.845116e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7560005,-73.9678879
15166,8740899,4.84385e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7624207,-73.8140335
15167,12241031,4.8437114e-06,0,2026-01-01,2026-01,Stoop Juice,40.663145,-73.984523
15168,12082645,4.843171e-06,0,2026-01-01,2026-01,Island Salad 1365 Fulton Inc.,40.6803703,-73.9467163
15169,12976939,4.8430743e-06,0,2025-12-01,2025-12,Mikihana Sushi,40.72614,-73.8525235
15170,12240611,4.8429124e-06,0,2026-01-01,2026-01,Think Coffee,40.7254105,-73.992425
15171,8765478,4.8425845e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7197495,-74.0100479
15172,8752458,4.8424877e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7442398,-73.9878082
15173,8749577,4.8418456e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7407188,-73.987999
15174,8761310,4.8414163e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.700901,-73.9141312
15175,8761009,4.8408574e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7518501,-73.9844818
15176,8750801,4.8407883e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7633209,-73.8154221
15177,8754337,4.8407605e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7195587,-73.9587402
15178,8761858,4.8403544e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6923904,-73.9912262
15179,12916926,4.8401653e-06,0,2026-01-01,2026-01,Blossom,40.7455205,-74.0023465
15180,12974579,4.8399206e-06,0,2025-12-01,2025-12,Matzahbrei,40.749112,-73.987863
15181,8752102,4.8398883e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7448006,-73.9869919
15182,8765773,4.839658e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7186699,-73.9925079
15183,8751826,4.839487e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.747551,-73.9860687
15184,8752293,4.8393945e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7551384,-73.9648972
15185,8757383,4.8380884e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7622414,-73.9286804
15186,8763220,4.837618e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7518692,-73.9396286
15187,12939148,4.8374472e-06,0,2025-12-01,2025-12,El Rey Restaurant,40.706179,-73.8092935
15188,8761937,4.8370366e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7358398,-74.0008698
15189,8734950,4.8369534e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.683979,-73.9949188
15190,8739240,4.8365478e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7407913,-73.9982376
15191,8764888,4.8365246e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7610397,-73.9871979
15192,8733795,4.8350535e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7234993,-73.8686371
15193,12928382,4.83444e-06,0,2025-12-01,2025-12,Chucky Chuck's,40.679354,-73.9336095
15194,8748494,4.8342235e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.5748482,-74.1159821
15195,8757130,4.8335646e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6924591,-73.9735031
15196,8307779,4.8330157e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6881905,-73.9475784
15197,8751293,4.8324814e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7301216,-73.9834213
15198,12240842,4.8318357e-06,0,2025-12-01,2025-12,Poetica Coffee,40.6594555,-73.981459
15199,12962100,4.831532e-06,0,2026-01-01,2026-01,King Wok,40.7396625,-73.789348
15200,8749337,4.8297443e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7016602,-73.8824463
15201,8745899,4.82805e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7121887,-73.8262787
15202,8741459,4.827815e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7604485,-73.7668686
15203,13031618,4.8277966e-06,0,2025-12-01,2025-12,W4 Pizza,40.7318275,-74.001381
15204,8758649,4.827511e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7569199,-73.9776382
15205,8734691,4.8274787e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7641106,-73.9670029
15206,8732554,4.827152e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7147293,-73.9939117
15207,8763271,4.8270413e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7695885,-73.9307098
15208,8742756,4.826784e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7625313,-73.9595718
15209,12948411,4.825274e-06,0,2026-01-01,2026-01,Great Burrito,40.742889,-73.9931435
15210,8349784,4.82521e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6876907,-73.9571533
15211,8741113,4.8245975e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.755661,-73.9944305
15212,8733681,4.824276e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.769661,-73.954422
15213,8735915,4.823696e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.5241089,-74.2345581
15214,8733565,4.8231027e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7650795,-73.8184967
15215,8739851,4.8220586e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7237015,-73.9582977
15216,8752912,4.8208585e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.722229,-74.0095673
15217,8749994,4.8204724e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7402802,-74.0000534
15218,8350085,4.819144e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6502304,-73.9608536
15219,8313228,4.8188454e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8366699,-73.9270477
15220,8744904,4.8187762e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7861404,-73.8091888
15221,8751860,4.8174943e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7221108,-73.8669281
15222,8744527,4.816484e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7932587,-73.9511719
15223,12240183,4.816084e-06,0,2026-01-01,2026-01,Ludwig Coffee,40.697346,-73.9673055
15224,8746288,4.815841e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7458305,-73.929718
15225,8352415,4.815813e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7137604,-73.9870682
15226,8752517,4.8154134e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8712387,-73.8644638
15227,8764765,4.8150323e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7026787,-73.9910431
15228,8750088,4.8144857e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7158394,-73.95961
15229,12959223,4.8144443e-06,0,2025-12-01,2025-12,Joe's Pizza,40.7332225,-73.98769
15230,8313632,4.8141555e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7526588,-73.9909668
15231,8766475,4.8138936e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7478294,-73.9847794
15232,8754845,4.813797e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7130508,-73.9443131
15233,8762395,4.8125944e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7526016,-73.979187
15234,8761854,4.8103007e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7145386,-73.9921112
15235,8734508,4.810144e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8670807,-73.8960877
15236,13013371,4.8090756e-06,0,2025-12-01,2025-12,Tana Thai Restaurant,40.8514355,-73.8438785
15237,8737864,4.808012e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7710991,-73.9537811
15238,8744588,4.8077277e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.70401,-74.0117493
15239,12948609,4.806545e-06,0,2025-12-01,2025-12,Great Wall Restaurant,40.769851,-73.7895385
15240,12083381,4.806045e-06,0,2026-01-01,2026-01,Oregano LLC,40.7192116,-73.9585877
15241,8760625,4.8059765e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7295914,-73.8602829
15242,13034822,4.805926e-06,0,2025-12-01,2025-12,Yips Restaurant,40.7048545,-74.012388
15243,8753309,4.8043908e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.5984383,-73.9574509
15244,8741346,4.8033235e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6186104,-74.0328674
15245,8748760,4.803291e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7203484,-73.8187637
15246,8735895,4.8031266e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7569618,-73.9764328
15247,8762157,4.8022835e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6595383,-73.8837967
15248,12240103,4.8021143e-06,0,2025-12-01,2025-12,Isaac's Coffee Shop Inc,40.624635,-73.946287
15249,12966901,4.801931e-06,0,2026-01-01,2026-01,Las Sirenas,40.8499605,-73.9104245
15250,8746986,4.8017205e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7508392,-73.8948822
15251,8764629,4.80091e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7841911,-73.9740372
15252,8339547,4.8006946e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.683609,-73.8728104
15253,8753793,4.8005436e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7717514,-73.956398
15254,8736150,4.8005436e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7717514,-73.956398
15255,8748186,4.8004063e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6738281,-73.8398972
15256,8764102,4.8002644e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.5770111,-73.9648438
15257,8307167,4.7995777e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8568382,-73.9277496
15258,8760971,4.799518e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7501297,-73.9947434
15259,8332824,4.7994363e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8099289,-73.9032593
15260,8732396,4.7991844e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7167015,-73.9990082
15261,8745418,4.7988274e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.5939293,-73.9610291
15262,8754932,4.798548e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7109985,-74.0064468
15263,8348249,4.797848e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7098007,-74.0085297
15264,8757363,4.7969693e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7269096,-73.8934021
15265,8757719,4.7968506e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6402016,-73.9670029
15266,12967829,4.7963563e-06,0,2025-12-01,2025-12,Lex Restaurant,40.7825345,-73.9537015
15267,12976966,4.7963426e-06,0,2025-12-01,2025-12,Milabuci Midtown,40.760776,-73.979515
15268,12912911,4.7959265e-06,0,2026-01-01,2026-01,Balade Your Way,40.752434,-73.9886885
15269,8759261,4.795062e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.5836601,-73.9496079
15270,8756201,4.7948424e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7632484,-73.9802628
15271,8751683,4.794774e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7230415,-73.9938202
15272,13019768,4.794701e-06,0,2026-01-01,2026-01,The Bao,40.729358,-73.988953
15273,12241096,4.794605e-06,0,2026-01-01,2026-01,Bella Pizza Coffee Bar,40.748906,-73.869452
15274,8743564,4.7936815e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.785881,-73.9728088
15275,12086013,4.792246e-06,0,2025-12-01,2025-12,Goodfellas Grill CORP,40.7227783,-73.913681
15276,8740911,4.791122e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7209091,-74.0047531
15277,8753536,4.7910808e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6994515,-73.9232407
15278,8348193,4.789806e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6087914,-73.9717026
15279,8342404,4.7894364e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6758385,-73.9142685
15280,12084369,4.7885546e-06,0,2026-01-01,2026-01,Anka Restaurant CORP,40.7766991,-73.9211502
15281,8740844,4.7878198e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7336807,-74.0069809
15282,8746883,4.7875683e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7030983,-73.907898
15283,8343025,4.786838e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7576408,-73.822403
15284,8336752,4.784962e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6923714,-73.8169708
15285,8746731,4.7840404e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7156601,-73.7473908
15286,12998266,4.7833514e-06,0,2026-01-01,2026-01,River,40.8268585,-73.9466605
15287,8746359,4.783333e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6341515,-74.0853424
15288,12918617,4.7821886e-06,0,2025-12-01,2025-12,Bravo Pizza,40.734224,-73.9889555
15289,8736547,4.781313e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7754288,-73.9566498
15290,8744787,4.7805697e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8535614,-73.8895111
15291,8740204,4.780278e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7852287,-73.9769898
15292,8303113,4.7799454e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7257614,-73.9945602
15293,8303327,4.7798403e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7006493,-73.9299698
15294,12996549,4.7794756e-06,0,2026-01-01,2026-01,Red Apple Restaurant,40.586748,-74.0915775
15295,8313253,4.7790018e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6859016,-73.9115372
15296,8757393,4.777858e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8660507,-73.91996
15297,8304753,4.777407e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8134613,-73.9561234
15298,8744716,4.777279e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.57938,-74.169281
15299,12240212,4.7767962e-06,0,2025-12-01,2025-12,Mike's Coffee Shop,40.689658,-73.9653365
15300,8752715,4.7759945e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7218704,-73.9964523
15301,8755388,4.775967e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7489586,-73.977623
15302,12963945,4.7756166e-06,0,2026-01-01,2026-01,La Catrina,40.870062,-73.9038465
15303,8747256,4.775398e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7466202,-73.991539
15304,12951105,4.774178e-06,0,2025-12-01,2025-12,Han Dynasty Brooklyn,40.6904215,-73.9829975
15305,8733282,4.7727026e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7418213,-73.9261398
15306,8742837,4.7715557e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7489586,-73.9745331
15307,8734836,4.7713465e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6923714,-73.8590088
15308,8745111,4.771324e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7653618,-73.9877701
15309,8347357,4.7705867e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7229385,-73.9872894
15310,12934006,4.76914e-06,0,2025-12-01,2025-12,Dist Lantev,40.648936,-73.9015805
15311,8743270,4.7683034e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7565689,-73.9937592
15312,8738327,4.7678714e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7157211,-74.0156632
15313,8311592,4.7670574e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.873661,-73.9051285
15314,8741093,4.766898e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6848793,-73.8607864
15315,8733335,4.766898e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6848793,-73.8608017
15316,8732360,4.765276e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6153984,-73.9185181
15317,8736404,4.765276e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6153793,-73.9185486
15318,8741980,4.765276e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6153717,-73.9185562
15319,8743687,4.764844e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.5470581,-74.157608
15320,12964230,4.760888e-06,0,2025-12-01,2025-12,La Cueva Classicas Bar,40.707788,-73.945192
15321,12960093,4.760293e-06,0,2025-12-01,2025-12,Juice Bar,40.796081,-73.9479895
15322,13002293,4.7601525e-06,0,2025-12-01,2025-12,Santa Ana restaurante y taqueria,40.7018845,-73.918999
15323,8733395,4.759485e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7589684,-73.8268509
15324,8741252,4.759467e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8744698,-73.8523407
15325,8739284,4.7589674e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8237915,-73.9130402
15326,8758775,4.758237e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6403809,-74.0022125
15327,8747402,4.7578696e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.5898514,-74.1013107
15328,8765623,4.757774e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7638016,-73.961792
15329,8752555,4.7574567e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6800385,-73.753479
15330,8299094,4.7568983e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.750679,-73.8653412
15331,8732044,4.7567037e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7605782,-73.9908371
15332,13002379,4.7564945e-06,0,2026-01-01,2026-01,Santiago's Deli And Bagels,40.6049875,-74.007621
15333,8742083,4.7532753e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6066513,-73.9645004
15334,8740962,4.75284e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8507385,-73.9324722
15335,8740484,4.7506196e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7760086,-73.9819565
15336,12239767,4.7501394e-06,0,2026-01-01,2026-01,Altitude Brooklyn Coffee,40.70048,-73.913128
15337,8747711,4.7494054e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7088394,-73.8191299
15338,12240588,4.7491653e-06,0,2025-12-01,2025-12,Kaigo Coffee Room,40.718689,-74.000534
15339,12087921,4.749043e-06,0,2025-12-01,2025-12,Staropolski Meat Mkt And Deli,40.7305985,-73.9541321
15340,8741176,4.747748e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7614517,-73.9246063
15341,13032768,4.7473677e-06,0,2025-12-01,2025-12,White Street,40.754829,-73.9846195
15342,8765660,4.746227e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7640114,-73.9883423
15343,8760350,4.7451954e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7671509,-73.9125366
15344,8737564,4.744562e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7103119,-73.8507919
15345,8746000,4.744467e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7175903,-73.9906921
15346,12906863,4.7442945e-06,0,2025-12-01,2025-12,88Rising,40.741902,-73.9956615
15347,8306674,4.743639e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7989883,-73.9669495
15348,8356827,4.7422454e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7221794,-73.8460083
15349,8754187,4.7419876e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6853905,-73.9087296
15350,8302524,4.740283e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.5961685,-73.9840164
15351,8738288,4.7395642e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7765312,-73.978447
15352,8742565,4.738032e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6083717,-73.9238586
15353,12239625,4.7379103e-06,0,2025-12-01,2025-12,Think Coffee,40.7330125,-73.989729
15354,8747756,4.7375806e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7612801,-73.9609528
15355,8757205,4.737016e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.751751,-73.8725281
15356,8744492,4.7360854e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7593193,-73.9930267
15357,12984583,4.7347125e-06,0,2025-12-01,2025-12,Original Square Pizza,40.7073655,-73.931954
15358,8739600,4.734279e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6490097,-73.9581833
15359,8733053,4.7340895e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7584381,-73.9669037
15360,8744344,4.731792e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7322998,-74.0051804
15361,12956694,4.731016e-06,0,2026-01-01,2026-01,Istanblue Kebab House,40.624926,-73.9617065
15362,8745756,4.7308895e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6056404,-73.9853668
15363,8314783,4.7306776e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6263886,-74.0771332
15364,8764051,4.729536e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7505608,-73.9789963
15365,8734667,4.7292974e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7440109,-73.995491
15366,8749454,4.729094e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7275314,-73.9826508
15367,8743600,4.7283997e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8990593,-73.8676376
15368,8748582,4.728319e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7540588,-73.9688873
15369,8735319,4.7282915e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.783699,-73.9781113
15370,8734390,4.727886e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7330208,-73.9883118
15371,13006717,4.727516e-06,0,2025-12-01,2025-12,Soho Thai,40.720157,-73.9996195
15372,8739506,4.7274075e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7600403,-73.9172211
15373,12981330,4.7270873e-06,0,2025-12-01,2025-12,New Sze's Garden,40.70831,-73.919756
15374,8754866,4.725848e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7840309,-73.9760132
15375,8326565,4.724771e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6335411,-74.18293
15376,8759600,4.7247304e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6050415,-73.9417496
15377,12087677,4.724541e-06,0,2026-01-01,2026-01,Brooklyn Unique LLC,40.6756516,-73.9744415
15378,8353242,4.7242665e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.8557701,-73.8871536
15379,8330468,4.723694e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8044281,-73.966713
15380,12084626,4.723564e-06,0,2026-01-01,2026-01,Patria Restaurant,40.6713715,-73.9501724
15381,8762401,4.7232393e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6292687,-73.9662018
15382,8332270,4.7221583e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.66605,-73.9423065
15383,8748978,4.7205467e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8537598,-73.9306717
15384,8737477,4.7187727e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6843796,-73.9922409
15385,8762942,4.7167573e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7182694,-73.9502335
15386,8751664,4.71669e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8279991,-73.9069367
